task_name,task_type,days_until_deadline,remaining_days,required_hours,progress_percent,current_cgpa,task_weight,weightage_marks,difficulty_level,stress_level,past_delay_history,dependency_count,risk_score,delay_days,will_delay
Industry Internship Project,project,16,14,59.3,22,6.43,39,41,easy,high,2,6,52.5,3,1
Computer Vision Lab,lab_experiment,26,25,57.2,88,5.31,27,36,easy,medium,7,3,41.1,6,1
Math Assignment,assignment,21,16,53.2,32,8.57,40,44,medium,medium,0,3,33.6,-2,0
DBMS Lab - SQL Queries,lab_experiment,8,8,64.2,13,9.25,46,28,medium,high,7,4,62.0,4,1
Unit Test,exam,23,20,36.7,40,9.2,29,35,medium,low,3,2,32.9,-1,0
DS Lab - Linked List,lab_experiment,4,2,40.5,5,5.11,37,42,easy,high,9,0,74.7,12,1
Embedded Systems Lab,lab_experiment,9,6,19.4,78,4.86,11,65,easy,medium,0,2,32.5,-2,0
Algorithms Assignment (Sem 6),assignment,32,29,30.8,17,5.22,49,26,medium,critical,6,5,81.5,12,1
Computer Graphics Assignment,assignment,3,3,78.7,67,4.28,23,57,easy,medium,8,1,55.9,13,1
ML Model Project #4,project,15,10,56.0,56,5.87,12,17,medium,low,10,5,50.0,14,1
Networking Assignment,assignment,19,14,6.2,77,6.06,50,60,hard,high,5,2,57.6,-3,0
Embedded Systems Lab,lab_experiment,21,17,34.4,90,8.63,19,12,easy,medium,1,5,21.9,-1,0
DBMS Lab - SQL Queries (Sem 1),lab_experiment,5,4,22.8,3,5.03,26,87,easy,high,7,5,77.0,4,1
Viva Voce #3,exam,20,19,79.0,69,7.04,26,64,easy,high,9,5,50.8,8,1
DBMS Assignment #3,assignment,8,7,45.2,65,9.66,23,56,medium,high,2,3,46.3,-3,0
Module Exam (Sem 3),exam,24,19,33.1,97,8.9,38,54,easy,low,7,0,19.4,-2,0
Math Assignment #3,assignment,24,20,23.6,51,5.73,28,25,easy,high,10,2,53.6,5,1
Viva Voce,exam,31,30,23.5,2,8.99,24,10,easy,high,4,4,54.0,10,1
Mobile App Development #2,project,16,11,31.2,95,6.94,49,22,hard,high,5,2,53.9,1,1
Weekly Test (Sem 5),exam,10,6,15.2,24,9.17,43,26,medium,high,10,1,61.5,9,1
Final Year Project #2,project,5,0,69.0,61,7.85,36,84,hard,high,8,5,85.4,2,1
Computer Graphics Assignment #1,assignment,30,27,11.2,49,7.85,35,75,hard,high,0,0,37.7,-3,0
Computer Graphics Assignment (Sem 1),assignment,25,24,61.5,93,8.34,37,51,easy,medium,8,1,27.1,0,0
AI Lab - Search Algorithms (Sem 3),lab_experiment,23,18,25.4,53,8.8,21,97,medium,high,4,2,44.5,0,0
Algorithms Assignment,assignment,19,19,74.1,54,6.07,29,39,medium,low,9,4,45.1,0,0
ML Model Project (Sem 6),project,13,8,18.7,81,9.1,36,24,easy,medium,0,0,12.4,0,0
Final Year Project (Sem 2),project,6,5,22.1,38,8.04,29,52,hard,low,3,5,54.3,9,1
Mini Project,project,17,14,63.4,59,6.4,38,45,very_hard,high,3,0,58.0,6,1
Mini Project,project,12,8,25.2,28,8.62,8,96,easy,high,6,2,46.2,13,1
Computer Graphics Assignment (Sem 1),assignment,4,2,76.7,49,9.15,20,85,hard,low,9,1,56.2,2,1
DS Lab - Linked List (Sem 2),lab_experiment,22,22,31.5,56,5.54,37,16,medium,high,7,5,64.5,6,1
Mini Project (Sem 4),project,26,21,50.6,5,8.0,47,49,hard,low,2,3,47.7,0,0
Surprise Test #1,exam,24,22,26.4,52,7.09,26,86,hard,critical,6,4,72.2,7,1
Compiler Lab - Lexical Analysis #5,lab_experiment,24,21,16.3,4,5.51,42,65,hard,critical,1,4,76.4,11,1
Networking Assignment #2,assignment,11,6,4.8,39,7.39,37,53,medium,high,9,2,64.9,2,1
Module Exam (Sem 1),exam,6,6,12.5,81,5.63,40,98,very_hard,critical,7,3,86.8,5,1
Mini Project,project,22,18,44.7,26,5.31,32,25,medium,high,0,0,45.0,8,1
OS Assignment (Sem 8),assignment,14,10,3.1,20,8.9,11,78,very_hard,high,4,1,63.1,11,1
Networking Assignment #5,assignment,20,18,63.8,25,4.54,43,98,easy,low,6,4,52.3,-2,0
OS Assignment,assignment,33,28,2.2,21,9.29,35,86,hard,medium,7,0,51.3,2,1
Mobile App Development (Sem 2),project,21,18,76.2,9,5.18,30,94,hard,low,6,0,58.2,2,1
ML Model Project (Sem 1),project,29,26,11.3,68,4.56,25,21,easy,high,2,2,40.9,5,1
Surprise Test (Sem 8),exam,1,1,26.1,65,5.57,40,12,very_hard,medium,8,0,86.0,10,1
DBMS Assignment,assignment,16,14,24.5,7,6.22,7,95,hard,low,5,5,61.3,6,1
End-Semester Exam (Sem 1),exam,8,6,39.7,72,8.96,23,70,medium,medium,6,1,42.9,0,0
Research Project #2,project,10,10,52.5,59,6.72,20,15,very_hard,high,1,2,54.2,4,1
OS Assignment,assignment,21,20,72.0,14,6.83,18,78,hard,medium,4,6,63.0,14,1
Digital Electronics Lab,lab_experiment,11,10,52.7,7,8.53,17,34,hard,medium,3,6,56.3,2,1
Computer Graphics Assignment (Sem 4),assignment,8,4,7.5,80,5.34,48,48,very_hard,high,8,1,75.8,13,1
ML Model Project (Sem 6),project,2,2,36.5,77,4.07,38,96,hard,critical,7,3,86.4,14,1
Capstone Project #3,project,10,5,1.5,0,7.88,7,20,easy,low,9,4,51.7,6,1
Mid-Semester Exam (Sem 2),exam,5,3,69.6,25,4.91,14,71,medium,high,0,1,60.4,5,1
Weekly Test,exam,11,8,14.8,91,5.54,28,71,easy,high,7,3,47.6,3,1
Web Dev Assignment,assignment,30,26,5.2,44,9.88,32,58,hard,high,7,6,63.4,10,1
Open Source Contribution (Sem 3),project,13,11,17.4,74,8.14,10,20,medium,medium,4,6,38.2,0,0
Algorithms Assignment #1,assignment,7,5,62.7,81,6.03,42,73,medium,high,1,4,49.0,0,0
Practical Exam #2,exam,16,15,48.6,32,4.82,29,58,easy,critical,9,2,65.5,9,1
DS Lab - Linked List (Sem 6),lab_experiment,11,7,44.3,84,8.2,17,67,very_hard,medium,9,5,62.9,10,1
IOT Lab Experiment #1,lab_experiment,18,14,16.3,39,4.94,18,60,hard,high,10,4,71.0,5,1
DS Lab - Linked List #2,lab_experiment,7,2,54.2,95,7.09,29,91,easy,low,4,2,39.9,0,0
ML Model Project,project,23,20,3.0,62,6.21,13,24,medium,low,3,6,37.9,-2,0
Software Engineering Assignment #3,assignment,5,0,13.8,31,8.83,36,61,very_hard,medium,9,4,90.4,11,1
DBMS Assignment #5,assignment,23,19,46.8,75,4.27,48,74,medium,high,9,0,51.8,7,1
Mobile App Development #4,project,4,1,76.3,9,7.51,33,97,hard,medium,1,0,66.5,3,1
OS Assignment (Sem 6),assignment,34,29,2.0,11,8.52,22,87,hard,low,8,4,55.0,11,1
DBMS Lab - SQL Queries #3,lab_experiment,15,11,24.8,84,4.69,27,35,easy,medium,7,0,35.9,-1,0
Machine Learning Assignment #3,assignment,5,2,28.2,2,5.72,32,56,very_hard,medium,5,0,87.8,5,1
Network Lab - Packet Analysis,lab_experiment,30,29,52.9,73,8.07,35,100,medium,medium,6,1,35.9,0,0
Weekly Test,exam,31,30,48.4,5,9.12,35,93,easy,low,8,2,41.5,-1,0
DS Lab - Linked List (Sem 4),lab_experiment,10,10,73.9,7,9.29,41,10,medium,medium,7,0,47.7,0,0
Mobile App Development,project,33,30,17.6,17,9.23,7,90,hard,medium,1,4,45.3,12,1
Practical Exam (Sem 5),exam,17,17,43.7,87,6.88,29,18,easy,high,1,1,27.5,0,0
Computer Vision Lab,lab_experiment,11,11,21.6,91,7.62,29,70,medium,medium,9,4,37.7,-1,0
Research Project #4,project,3,1,34.5,34,4.71,44,29,medium,low,1,0,60.6,10,1
Research Project (Sem 3),project,23,21,69.5,42,4.29,35,63,medium,medium,10,0,50.1,10,1
Data Structures Assignment (Sem 4),assignment,19,18,43.6,1,6.99,37,45,very_hard,high,1,0,63.5,12,1
AI Lab - Search Algorithms (Sem 2),lab_experiment,34,30,9.7,29,9.62,20,18,medium,medium,4,5,48.2,7,1
IOT Lab Experiment #5,lab_experiment,25,21,3.8,73,8.55,10,100,medium,low,4,5,33.4,-3,0
Capstone Project,project,10,7,18.7,31,9.17,10,83,hard,critical,6,2,73.8,8,1
AI Lab - Search Algorithms #4,lab_experiment,24,21,42.9,65,6.19,11,65,easy,medium,10,2,37.1,-3,0
Unit Test (Sem 4),exam,2,1,15.0,83,4.42,27,16,hard,medium,2,0,64.1,6,1
Math Assignment #4,assignment,12,10,2.3,6,7.72,29,22,hard,high,1,4,56.7,9,1
DBMS Assignment,assignment,13,10,37.2,61,9.46,44,10,hard,medium,9,3,50.2,-3,0
Math Assignment #3,assignment,28,28,29.1,71,7.34,36,43,hard,medium,3,2,44.4,12,1
IoT Based Project (Sem 5),project,20,16,23.0,44,5.99,21,22,medium,high,6,6,65.3,1,1
Surprise Test #3,exam,8,4,12.7,7,7.89,30,18,hard,critical,1,2,68.6,3,1
Research Project,project,17,16,70.8,18,8.23,30,42,easy,critical,6,6,64.4,6,1
Module Exam (Sem 4),exam,34,30,27.0,64,8.16,33,31,hard,critical,0,0,42.5,-2,0
AI Lab - Search Algorithms,lab_experiment,5,4,28.3,47,6.12,33,56,medium,critical,2,5,67.9,1,1
DS Lab - Linked List,lab_experiment,19,15,2.1,100,5.61,5,84,hard,high,6,5,59.5,12,1
IoT Based Project #5,project,29,24,40.0,55,7.48,10,50,medium,critical,10,3,61.0,13,1
End-Semester Exam (Sem 2),exam,15,15,9.5,99,4.47,43,74,very_hard,low,9,2,53.5,6,1
Practical Exam,exam,24,22,23.3,17,4.97,50,95,very_hard,critical,0,5,81.6,11,1
Capstone Project #3,project,26,21,10.9,48,7.57,18,47,medium,low,5,6,42.2,-3,0
Unit Test #1,exam,2,2,62.0,76,6.94,18,51,easy,low,6,1,43.6,-2,0
Digital Electronics Lab,lab_experiment,1,1,77.0,75,8.52,10,37,very_hard,high,8,2,82.0,14,1
Algorithms Assignment,assignment,27,25,55.4,52,4.59,34,90,hard,critical,1,4,66.0,6,1
Computer Graphics Assignment #3,assignment,12,9,42.6,62,5.49,20,73,hard,medium,9,6,61.6,9,1
Mini Project,project,21,16,42.6,16,5.03,34,46,medium,high,7,5,72.2,3,1
Networking Assignment (Sem 5),assignment,24,23,42.1,78,7.72,11,98,very_hard,medium,2,3,42.5,0,0
Research Project (Sem 5),project,13,13,67.2,100,4.68,42,41,hard,high,4,5,60.2,8,1
Computer Graphics Assignment,assignment,25,24,66.0,29,8.87,12,95,hard,medium,6,6,57.4,9,1
Unit Test (Sem 4),exam,21,17,44.5,2,8.62,28,47,medium,medium,0,2,36.4,-2,0
Internal Assessment (Sem 6),exam,10,5,47.1,60,7.36,19,29,easy,high,8,2,53.9,2,1
DS Lab - Linked List (Sem 4),lab_experiment,18,17,21.5,98,5.2,35,76,very_hard,high,4,6,67.9,6,1
IOT Lab Experiment #3,lab_experiment,27,25,41.0,37,8.87,50,86,hard,medium,9,2,53.6,12,1
Networking Assignment (Sem 8),assignment,24,23,5.7,59,9.79,14,23,easy,medium,8,4,37.6,-1,0
Mid-Semester Exam #4,exam,30,28,56.5,42,9.39,32,79,hard,medium,4,2,47.8,4,1
Online Quiz (Sem 5),exam,21,16,4.6,23,4.92,43,58,hard,medium,6,0,61.7,5,1
Mobile App Development (Sem 7),project,6,4,46.3,68,5.11,36,71,medium,high,9,1,62.0,1,1
Networking Assignment #3,assignment,11,8,63.4,78,4.68,11,90,medium,high,4,5,54.5,7,1
Weekly Test,exam,22,22,30.0,12,6.43,38,46,medium,high,7,0,58.4,13,1
Final Year Project,project,18,16,63.2,20,4.93,13,88,very_hard,high,10,1,76.3,5,1
Computer Graphics Assignment #1,assignment,13,12,75.4,68,9.37,28,13,medium,critical,9,2,53.2,4,1
Data Structures Assignment #4,assignment,20,17,45.6,44,6.9,20,49,medium,high,6,2,54.2,7,1
Data Structures Assignment #5,assignment,19,17,77.5,73,4.68,18,60,hard,medium,6,5,59.2,1,1
DS Lab - Linked List #2,lab_experiment,9,6,10.6,97,5.11,36,67,medium,medium,6,5,57.2,2,1
Research Project (Sem 5),project,26,23,47.2,71,9.34,16,91,hard,medium,2,1,32.4,0,0
Online Quiz #4,exam,7,7,69.1,40,8.1,29,77,medium,high,5,0,54.9,3,1
Capstone Project (Sem 5),project,7,7,17.3,61,6.03,41,71,medium,medium,4,0,46.9,-2,0
Networking Assignment #2,assignment,27,27,17.8,22,5.04,9,99,medium,medium,5,3,57.5,6,1
IoT Based Project #2,project,20,19,52.0,67,8.97,38,33,medium,medium,8,1,37.4,-2,0
IoT Based Project (Sem 1),project,11,8,71.7,47,5.75,46,13,easy,medium,6,1,47.2,8,1
DBMS Assignment (Sem 4),assignment,7,2,72.1,14,5.46,24,83,medium,medium,10,1,71.6,13,1
Internal Assessment #2,exam,26,22,46.0,74,6.38,35,67,hard,medium,10,6,55.7,13,1
Mini Project,project,25,25,53.1,47,8.25,11,84,medium,medium,5,3,42.7,0,0
Data Structures Assignment #4,assignment,5,1,75.8,17,8.24,34,75,hard,low,0,5,67.0,14,1
Software Engineering Assignment (Sem 5),assignment,22,20,72.1,39,6.92,31,21,hard,low,2,4,46.3,-3,0
Data Structures Assignment (Sem 7),assignment,10,5,30.8,52,7.68,14,87,medium,high,3,4,53.0,11,1
OS Lab - Process Scheduling (Sem 3),lab_experiment,11,9,19.8,87,5.43,13,15,medium,medium,1,1,28.9,-2,0
Internal Assessment (Sem 4),exam,13,12,33.1,60,6.62,41,28,medium,critical,6,0,57.1,13,1
Unit Test,exam,5,5,22.6,63,4.55,32,85,medium,high,3,1,56.6,13,1
Viva Voce,exam,6,5,38.8,85,5.14,42,68,easy,high,8,1,54.2,2,1
OS Assignment,assignment,21,17,78.4,59,8.96,16,65,very_hard,high,5,6,66.8,3,1
Digital Electronics Lab,lab_experiment,13,8,49.3,61,6.37,37,16,easy,medium,8,2,40.5,0,0
Module Exam,exam,16,12,11.5,21,6.75,21,21,hard,critical,9,0,69.9,2,1
Machine Learning Assignment (Sem 2),assignment,10,7,70.7,13,6.38,41,71,hard,high,5,0,73.5,2,1
Surprise Test #4,exam,17,16,33.9,8,9.14,25,85,medium,critical,8,6,70.9,3,1
Algorithms Assignment #1,assignment,13,9,12.9,90,8.86,12,44,medium,critical,0,2,32.2,-3,0
Viva Voce #3,exam,32,29,74.5,31,7.66,46,20,very_hard,high,7,3,71.4,1,1
DBMS Lab - SQL Queries,lab_experiment,15,15,5.0,53,9.77,43,54,easy,medium,7,0,33.7,-2,0
Module Exam,exam,4,1,46.0,38,9.66,29,58,medium,medium,4,6,72.3,13,1
Internal Assessment,exam,15,11,29.0,57,8.61,33,30,easy,low,9,3,32.9,-2,0
Software Engineering Assignment (Sem 1),assignment,20,17,69.3,12,8.87,47,74,medium,high,9,3,60.3,5,1
Math Assignment,assignment,11,11,31.7,77,5.77,31,47,hard,high,7,3,62.7,4,1
Software Engineering Assignment #2,assignment,7,4,25.0,31,4.89,44,28,hard,low,4,2,64.2,11,1
Embedded Systems Lab (Sem 6),lab_experiment,3,2,59.5,41,5.81,30,99,very_hard,critical,4,5,100.0,5,1
DBMS Assignment (Sem 8),assignment,12,11,3.7,17,4.06,47,27,medium,medium,9,3,62.3,7,1
OS Assignment #1,assignment,27,24,61.3,32,8.89,13,13,easy,medium,5,5,44.9,-1,0
Algorithms Assignment,assignment,6,5,69.0,98,9.13,49,60,medium,low,9,0,33.3,-1,0
Web Dev Assignment #4,assignment,2,0,13.2,35,8.96,35,16,medium,medium,6,3,72.5,5,1
Data Structures Assignment (Sem 2),assignment,33,28,61.3,97,7.36,23,32,medium,medium,5,2,36.9,0,0
Compiler Lab - Lexical Analysis,lab_experiment,14,12,79.6,92,9.67,6,62,medium,medium,1,3,21.2,0,0
Digital Electronics Lab #3,lab_experiment,8,6,51.7,80,5.98,46,95,easy,high,3,3,53.6,10,1
Software Engineering Assignment #2,assignment,6,1,42.8,55,9.16,48,15,medium,critical,8,2,82.8,11,1
DS Lab - Linked List #2,lab_experiment,28,23,1.8,17,7.54,12,10,medium,medium,3,3,42.8,-1,0
Capstone Project,project,14,10,34.3,25,4.91,7,78,easy,high,3,0,46.7,-1,0
Math Assignment #1,assignment,14,9,69.3,17,8.86,38,25,easy,high,6,1,49.4,10,1
Computer Vision Lab,lab_experiment,3,2,76.2,60,6.88,31,17,easy,medium,3,5,55.1,2,1
Weekly Test #3,exam,23,23,7.7,29,5.63,18,58,very_hard,high,6,0,73.0,8,1
Mini Project,project,4,2,72.1,60,6.6,13,52,hard,high,3,6,72.3,8,1
Compiler Lab - Lexical Analysis (Sem 3),lab_experiment,15,12,36.8,0,5.22,10,51,easy,medium,0,5,46.0,8,1
Capstone Project,project,3,0,16.3,63,5.04,22,26,hard,low,3,0,65.6,10,1
End-Semester Exam #2,exam,27,25,7.9,23,6.9,49,43,medium,medium,4,1,49.3,14,1
Industry Internship Project #5,project,4,0,73.7,27,6.8,45,91,hard,medium,8,4,89.1,13,1
Online Quiz #1,exam,17,15,69.3,13,4.13,22,33,easy,low,5,4,52.6,6,1
Embedded Systems Lab #3,lab_experiment,8,6,79.3,73,4.96,44,58,medium,high,6,2,63.8,3,1
DS Lab - Linked List (Sem 2),lab_experiment,28,25,21.4,24,7.39,12,25,hard,high,1,5,58.4,12,1
Internal Assessment (Sem 4),exam,4,2,63.0,27,5.71,18,84,hard,critical,3,5,92.4,9,1
Internal Assessment #3,exam,6,6,8.3,56,9.02,42,44,easy,high,0,2,37.0,0,0
Networking Assignment,assignment,27,23,63.5,60,9.75,37,41,medium,low,3,3,31.7,-3,0
OS Assignment (Sem 7),assignment,23,20,46.2,71,9.56,6,60,hard,high,0,0,30.4,-1,0
Unit Test #3,exam,23,19,60.1,60,6.61,24,75,medium,medium,2,6,41.4,2,1
DBMS Lab - SQL Queries #4,lab_experiment,33,28,42.2,45,5.32,32,48,medium,critical,7,3,70.2,12,1
DS Lab - Linked List,lab_experiment,6,6,27.3,14,4.32,7,19,easy,high,2,2,57.9,4,1
Compiler Lab - Lexical Analysis,lab_experiment,22,19,67.1,87,5.36,35,73,hard,medium,1,0,36.1,0,0
Algorithms Assignment (Sem 4),assignment,21,16,44.2,73,4.05,27,46,medium,high,8,1,52.1,1,1
Research Project,project,25,21,58.5,88,5.04,7,65,very_hard,low,7,4,56.1,3,1
End-Semester Exam,exam,32,27,59.7,66,8.68,24,79,medium,medium,1,3,28.2,-1,0
Industry Internship Project #1,project,7,5,67.8,99,4.37,20,22,hard,critical,10,2,71.2,12,1
Networking Assignment (Sem 2),assignment,30,26,52.6,97,8.85,12,68,medium,medium,1,5,24.8,0,0
Viva Voce (Sem 6),exam,20,20,24.1,98,8.6,37,92,medium,medium,10,2,33.1,-1,0
Network Lab - Packet Analysis #2,lab_experiment,10,9,29.8,21,5.71,45,32,very_hard,critical,2,0,76.3,7,1
Software Engineering Assignment,assignment,5,1,62.4,90,6.04,44,12,hard,high,1,4,71.4,14,1
Research Project (Sem 3),project,18,16,7.0,45,8.94,13,76,easy,high,7,1,41.3,0,0
IOT Lab Experiment,lab_experiment,14,12,46.0,37,4.28,38,78,easy,high,6,1,55.4,4,1
Mini Project,project,7,2,75.4,100,7.38,25,64,medium,medium,0,2,36.5,-2,0
DS Lab - Linked List (Sem 5),lab_experiment,9,8,41.8,79,9.55,30,38,hard,medium,8,0,39.2,-1,0
Software Engineering Assignment #4,assignment,11,11,62.8,56,7.2,22,16,hard,medium,7,3,54.0,13,1
Weekly Test,exam,7,4,53.5,35,5.55,42,25,easy,high,6,1,64.2,13,1
OS Lab - Process Scheduling,lab_experiment,14,12,66.1,38,6.5,49,68,hard,medium,3,4,56.3,11,1
Viva Voce #1,exam,27,27,61.9,43,4.72,11,67,hard,critical,1,3,63.5,14,1
Networking Assignment (Sem 5),assignment,32,27,5.8,76,4.28,8,90,easy,medium,2,5,36.6,-1,0
Surprise Test #5,exam,29,25,52.8,2,8.27,17,23,hard,high,2,4,59.3,6,1
Network Lab - Packet Analysis,lab_experiment,34,30,74.9,51,5.74,50,44,medium,high,7,3,62.8,10,1
Computer Vision Lab,lab_experiment,14,12,70.0,82,5.72,12,29,very_hard,low,5,1,51.8,4,1
Digital Electronics Lab (Sem 4),lab_experiment,20,19,21.9,38,8.36,15,53,medium,high,6,3,51.9,3,1
Open Source Contribution,project,29,26,76.6,80,4.95,16,43,medium,high,6,6,57.6,12,1
Algorithms Assignment (Sem 6),assignment,18,15,43.2,35,9.2,48,91,hard,medium,3,2,47.8,2,1
Data Structures Assignment (Sem 3),assignment,14,10,76.0,79,8.92,30,73,hard,high,2,6,47.2,0,0
Computer Graphics Assignment #1,assignment,5,0,5.0,91,5.63,5,70,medium,medium,2,3,59.3,10,1
Mini Project (Sem 3),project,17,13,14.5,22,4.95,36,47,easy,low,5,3,50.2,8,1
IOT Lab Experiment #4,lab_experiment,25,25,36.4,36,9.37,32,77,easy,medium,6,1,38.0,-1,0
Unit Test,exam,31,29,9.4,35,4.6,46,18,medium,high,10,0,59.6,6,1
Networking Assignment (Sem 2),assignment,13,10,56.4,22,8.9,10,78,medium,critical,4,5,63.6,6,1
Software Engineering Assignment #4,assignment,23,22,33.8,79,6.25,32,35,medium,low,3,1,28.4,-2,0
Algorithms Assignment,assignment,13,11,43.2,82,7.98,9,44,hard,low,1,5,29.5,-1,0
Weekly Test,exam,16,16,60.5,84,6.75,22,18,hard,high,3,1,45.4,-2,0
AI Lab - Search Algorithms,lab_experiment,4,0,72.8,25,9.19,9,78,hard,medium,2,0,63.9,2,1
Online Quiz #3,exam,8,6,13.6,19,7.91,36,10,hard,critical,10,2,78.8,7,1
Digital Electronics Lab #2,lab_experiment,15,12,44.1,26,4.45,13,90,easy,low,3,3,41.1,10,1
DBMS Lab - SQL Queries #3,lab_experiment,16,15,54.2,75,4.57,26,41,medium,low,2,5,38.6,0,0
Embedded Systems Lab #4,lab_experiment,30,27,44.4,35,8.11,26,88,medium,low,2,1,28.6,-2,0
Final Year Project (Sem 6),project,27,27,44.2,31,5.33,16,33,hard,medium,2,5,58.4,5,1
Unit Test (Sem 2),exam,18,16,73.6,28,9.86,32,41,medium,medium,2,6,43.6,14,1
Mini Project,project,14,13,50.6,10,9.66,36,79,very_hard,critical,4,6,83.6,11,1
AI Lab - Search Algorithms (Sem 8),lab_experiment,15,14,76.0,80,6.8,48,82,very_hard,high,10,1,62.8,12,1
Digital Electronics Lab #4,lab_experiment,11,6,67.2,74,4.8,48,38,very_hard,high,3,6,79.0,8,1
Open Source Contribution (Sem 6),project,31,30,13.0,21,6.14,23,28,medium,high,4,3,58.1,13,1
OS Assignment (Sem 4),assignment,5,4,26.7,2,9.9,10,37,medium,low,8,5,58.6,14,1
Surprise Test,exam,31,28,64.5,29,7.98,33,63,very_hard,high,8,5,74.5,7,1
Unit Test (Sem 7),exam,23,23,12.0,65,4.85,35,21,easy,medium,3,5,44.5,-3,0
IoT Based Project (Sem 4),project,7,7,79.8,98,5.04,31,97,hard,medium,8,6,63.5,9,1
Internal Assessment (Sem 1),exam,20,16,22.0,46,7.0,23,73,easy,medium,5,0,38.1,-3,0
Open Source Contribution #4,project,10,7,27.1,87,4.81,42,16,medium,medium,3,5,53.8,7,1
Industry Internship Project #4,project,3,1,16.2,78,5.6,44,58,medium,critical,9,6,93.8,11,1
Surprise Test (Sem 7),exam,24,23,23.2,82,9.65,23,34,easy,low,1,5,18.9,-2,0
Computer Graphics Assignment #2,assignment,18,13,31.5,30,4.56,47,45,medium,high,6,0,60.7,8,1
OS Lab - Process Scheduling #2,lab_experiment,11,7,61.5,75,4.69,37,89,hard,medium,8,2,62.7,9,1
DS Lab - Linked List (Sem 8),lab_experiment,6,6,39.9,24,4.26,32,61,medium,high,3,1,64.4,6,1
Capstone Project #2,project,10,6,68.9,79,7.06,40,84,easy,medium,9,0,41.2,-3,0
Software Engineering Assignment #1,assignment,12,11,2.0,79,7.48,27,43,easy,high,5,1,40.9,-3,0
Weekly Test (Sem 7),exam,19,17,75.0,4,9.09,46,16,hard,low,3,2,48.8,12,1
Data Structures Assignment,assignment,24,24,51.4,29,6.55,29,48,very_hard,critical,2,3,74.1,6,1
OS Lab - Process Scheduling #4,lab_experiment,13,13,77.3,9,7.04,37,83,medium,medium,9,4,59.9,1,1
Internal Assessment (Sem 8),exam,24,23,5.5,10,6.7,25,61,hard,medium,8,3,63.5,14,1
Embedded Systems Lab #4,lab_experiment,6,4,10.3,83,9.05,24,94,medium,medium,7,3,44.8,1,1
Capstone Project #3,project,29,28,14.6,79,5.06,35,56,very_hard,low,7,3,58.7,10,1
IoT Based Project,project,15,13,62.4,77,4.44,50,39,easy,high,10,6,56.6,3,1
IOT Lab Experiment (Sem 6),lab_experiment,17,14,61.1,58,6.32,12,67,very_hard,high,1,4,57.6,9,1
DBMS Lab - SQL Queries (Sem 4),lab_experiment,14,13,68.1,11,9.81,26,73,very_hard,medium,8,4,68.4,9,1
DS Lab - Linked List #4,lab_experiment,26,23,50.4,13,7.15,45,20,hard,critical,10,2,77.9,10,1
Open Source Contribution,project,30,26,58.5,95,5.01,25,38,very_hard,high,1,5,58.5,7,1
Mid-Semester Exam #1,exam,26,26,14.8,17,9.33,24,55,medium,medium,10,2,48.0,-3,0
Group Project - Web App #4,project,8,4,31.0,63,4.44,39,42,medium,high,4,4,66.3,4,1
Viva Voce #3,exam,6,4,19.8,43,5.63,38,46,very_hard,high,3,4,82.2,1,1
Digital Electronics Lab,lab_experiment,18,13,38.7,31,6.6,41,80,easy,medium,9,4,50.9,10,1
Mini Project,project,8,7,28.6,63,8.04,39,28,hard,critical,8,2,70.3,3,1
IoT Based Project,project,18,16,65.9,48,9.29,7,30,very_hard,high,5,4,66.1,9,1
AI Lab - Search Algorithms #4,lab_experiment,21,17,30.4,93,9.95,41,38,easy,high,10,1,34.5,0,0
Digital Electronics Lab,lab_experiment,17,14,15.8,41,5.8,49,34,hard,high,9,6,75.7,2,1
Mini Project #5,project,16,16,10.8,30,6.91,42,72,medium,low,0,2,32.2,-2,0
Machine Learning Assignment,assignment,30,30,55.9,97,7.49,39,91,medium,medium,5,6,44.5,0,0
DBMS Assignment #4,assignment,21,20,75.8,96,4.44,34,50,easy,high,3,4,43.2,7,1
IOT Lab Experiment #4,lab_experiment,20,17,26.9,85,6.64,32,37,medium,high,4,0,40.2,0,0
Compiler Lab - Lexical Analysis (Sem 5),lab_experiment,26,26,50.6,20,9.26,10,62,hard,medium,5,1,51.0,6,1
DS Lab - Linked List #5,lab_experiment,17,15,71.1,31,9.7,40,90,hard,low,10,6,54.8,8,1
End-Semester Exam,exam,25,21,64.3,96,6.83,20,79,easy,medium,7,6,37.8,-1,0
Network Lab - Packet Analysis,lab_experiment,14,14,49.4,69,4.54,48,47,medium,critical,8,5,71.0,13,1
Mid-Semester Exam,exam,13,9,5.1,87,5.92,31,30,medium,high,7,0,47.7,7,1
Viva Voce (Sem 6),exam,10,8,56.3,45,6.17,33,34,easy,low,2,1,27.3,-1,0
DBMS Assignment (Sem 8),assignment,15,13,59.0,31,5.98,36,45,medium,medium,7,5,62.4,1,1
DBMS Lab - SQL Queries #4,lab_experiment,9,4,15.1,84,6.9,10,56,medium,high,10,0,49.2,13,1
IOT Lab Experiment,lab_experiment,15,15,47.4,46,6.72,11,46,medium,low,8,0,36.9,-3,0
Machine Learning Assignment (Sem 7),assignment,7,3,59.7,16,4.03,48,51,easy,low,10,5,71.6,7,1
Internal Assessment #5,exam,18,13,28.6,6,8.82,37,71,hard,medium,7,3,60.5,5,1
Viva Voce,exam,14,14,61.5,56,7.88,26,83,medium,high,4,6,50.4,0,0
